YEAR,CONSTITUENCY,NAME,WINNER,PARTY,GENDER,VOTES,ELECTORS,VOTERS,VALID VOTES
1996,DR. RADHAKRISHNAN NAGAR,"KOTEESWARA RAO,N.",N,IND,M,143,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"MOHAN,R.",N,IND,M,133,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"ANANDA BABU,R.",N,IND,M,127,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"ABDUL FAROOK,P.",N,IND,M,126,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"AMBALAVANAN,T.",N,IND,M,104,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"JAMBULINGAM,P.",N,IND,M,104,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"KALYANASUNDARAM,W.G.",N,IND,M,101,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"GANESAN,M.",N,IND,M,100,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"KRISHNAMURTHY,G.",N,IND,M,84,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"MAHAVEER,B.",N,IND,M,62,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"SAKARAVARTHY,M.",N,IND,M,56,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"KARUNANITHI,G.",N,IND,M,52,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"ANNAMALAI,K.",N,IND,M,41,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"CHELLAPPA,G.",N,IND,M,39,220586,124510,120928
1996,DR. RADHAKRISHNAN NAGAR,"NETHAJI BALU,K.A.",N,IND,M,31,220586,124510,120928
1996,PARK TOWN,T. RAJHENDHERR,W,DMK,M,44565,113516,66646,65124
1996,PARK TOWN,S.V. SHANKAR,N,INC,M,15086,113516,66646,65124
1996,PARK TOWN,L. SUNDARAM,N,BJP,M,2183,113516,66646,65124
1996,PARK TOWN,KOOTHARASAN,N,MDMK,M,1620,113516,66646,65124
1996,PARK TOWN,U. BALARAMAN,N,AIIC(T),M,1105,113516,66646,65124
1996,PARK TOWN,P.K. KRISHNADOSS,N,IND,M,99,113516,66646,65124
1996,PARK TOWN,G.K. BABU,N,IND,M,69,113516,66646,65124
1996,PARK TOWN,P. JAYA,N,IND,F,68,113516,66646,65124
1996,PARK TOWN,E. MURUGAN,N,IND,M,56,113516,66646,65124
1996,PARK TOWN,K. RADHAKRISHNAN,N,BMC,M,52,113516,66646,65124
1996,PARK TOWN,M.R.K. SUNDARAM,N,IND,M,49,113516,66646,65124
1996,PARK TOWN,S.N. PARAMA-NANDAM,N,IND,M,27,113516,66646,65124
1996,PARK TOWN,G. DURAISWAMY,N,IND,M,27,113516,66646,65124
1996,PARK TOWN,V.S. RAJENDRAN,N,IND,M,26,113516,66646,65124
1996,PARK TOWN,R. MAHALINGAM,N,IND,M,25,113516,66646,65124
1996,PARK TOWN,V. ASHOK,N,IND,M,25,113516,66646,65124
1996,PARK TOWN,V. DHANDAPANI,N,IND,M,15,113516,66646,65124
1996,PARK TOWN,S.K. JAYARAMAN,N,IND,M,14,113516,66646,65124
1996,PARK TOWN,C. JAGAJOTHI,N,IND,M,13,113516,66646,65124
1996,PERAMBUR,CHENGAISIVAM,W,M  DMK,M,90683,227398,138712,134760
1996,PERAMBUR,"NEELAKANDAN,V.",N,M  ADMK,M,32332,227398,138712,134760
1996,PERAMBUR,"SARALA,R.",N,CPM,F,9008,227398,138712,134760
1996,PERAMBUR,"NAGESWARA RAO,G.",N,M  BJP,M,1910,227398,138712,134760
1996,PERAMBUR,"RAMARAO,K.",N,M  IND,M,355,227398,138712,134760
1996,PERAMBUR,"SUNDARAMURTHY,V.",N,M  RPI(S),M,208,227398,138712,134760
1996,PERAMBUR,"SARAVANAN,L.",N,M  IND,M,138,227398,138712,134760
1996,PERAMBUR,"ANANDAJOTHI,R.",N,M  IND,M,126,227398,138712,134760
1996,PURASAWALKAM,"RANGANATHAN,B.",W,TMC(M),M,98157,244682,142542,139022
1996,PURASAWALKAM,"GNANAM,J. KATHIPARA",N,INC,M,25543,244682,142542,139022
1996,PURASAWALKAM,"ETHIRAJAN,G.",N,JD,M,9128,244682,142542,139022
1996,PURASAWALKAM,"DHAKSHINA MURTHY,K.",N,BJP,M,2623,244682,142542,139022
1996,PURASAWALKAM,"NADESAN,M.",N,PMK,M,1604,244682,142542,139022
1996,PURASAWALKAM,"GNANA SEKAR,A.",N,IND,M,657,244682,142542,139022
1996,PURASAWALKAM,"MOHAMED KAYASUDEEN,A.",N,IND,M,174,244682,142542,139022
1996,PURASAWALKAM,"KALAIVAN,E.R.",N,IND,M,163,244682,142542,139022
1996,PURASAWALKAM,"RAJAVELAN,P.M.",N,IND,M,158,244682,142542,139022
1996,PURASAWALKAM,"ARUMUGAM,E.M.",N,IND,M,115,244682,142542,139022
1996,PURASAWALKAM,"ANNAMALAI YADAV,T.",N,IND,M,105,244682,142542,139022
1996,PURASAWALKAM,"JAWAHAR,S.",N,IND,M,78,244682,142542,139022
1996,PURASAWALKAM,"SADHASIVAM,K.",N,IND,M,74,244682,142542,139022
1996,PURASAWALKAM,"UMA SANKAR,K.",N,IND,M,70,244682,142542,139022
1996,PURASAWALKAM,"SELVAMYADHAV,R.",N,IND,M,64,244682,142542,139022
1996,PURASAWALKAM,"MURUGESAN,A.",N,IND,M,61,244682,142542,139022
1996,PURASAWALKAM,"ARAVINDAN,K.",N,IND,M,59,244682,142542,139022
1996,PURASAWALKAM,"VAIRAMUDI,B.",N,IND,M,50,244682,142542,139022
1996,PURASAWALKAM,"VENKATA RAMANI,J.",N,IND,M,45,244682,142542,139022
1996,PURASAWALKAM,"VENKATESAN,G.",N,IND,M,44,244682,142542,139022
1996,PURASAWALKAM,"SUKUMARAN,P.",N,IND,M,26,244682,142542,139022
1996,PURASAWALKAM,"VENUGOPAL,R.",N,IND,M,24,244682,142542,139022
1996,EGMORE,"ELLAMVAZHUTHI,I.",W,DMK,M,51061,123034,71873,70359
1996,EGMORE,"LAKSHMI,N.",N,INC,F,13876,123034,71873,70359
1996,EGMORE,"KANNIAPPAN,M.",N,MDMK,M,2472,123034,71873,70359
1996,EGMORE,"KUMAR,P.M.",N,BJP,M,1646,123034,71873,70359
1996,EGMORE,JANAKI KANNIAPPAN,N,AIIC(T),F,632,123034,71873,70359
1996,EGMORE,"AMUDAN ANTHONY, T.",N,IND,M,330,123034,71873,70359
1996,EGMORE,"SUNDARA PANDIAN, E.",N,IND,M,259,123034,71873,70359
1996,EGMORE,"MALAR ALIAS KRISNAN, D.",N,IND,M,83,123034,71873,70359
1996,ANNA NAGAR,"ARCOT VEERASWAMI,N.",W,DMK,M,103819,289232,157985,154842
1996,ANNA NAGAR,"BALASUBRAMANIAN, R.",N,INC,M,34802,289232,157985,154842
1996,ANNA NAGAR,"VARADARAJAN, K.",N,CPM,M,7203,289232,157985,154842
1996,ANNA NAGAR,"ELUMALAI, V.",N,BJP,M,3625,289232,157985,154842
1996,ANNA NAGAR,"PANDIAN, V.J.",N,PMK,M,2576,289232,157985,154842
1996,ANNA NAGAR,"ARUNAGIRI, C.",N,ICS,M,542,289232,157985,154842
1996,ANNA NAGAR,"DAVID, J.",N,IND,M,284,289232,157985,154842
1996,ANNA NAGAR,"CHITTY BABU, A.",N,IND,M,184,289232,157985,154842
1996,ANNA NAGAR,"JOHN, D.",N,IND,M,153,289232,157985,154842
1996,ANNA NAGAR,"SAROJA, N.",N,IND,F,144,289232,157985,154842
1996,ANNA NAGAR,"ANTHONY RAJ, A.",N,IND,M,132,289232,157985,154842
1996,ANNA NAGAR,"KAJA MOHIDEEN, P.",N,IND,M,130,289232,157985,154842
1996,ANNA NAGAR,"PALANI, K.",N,IND,M,128,289232,157985,154842
1996,ANNA NAGAR,"KANICKAI MERY, A.",N,IND,F,119,289232,157985,154842
1996,ANNA NAGAR,"ANANTHARAJ, J.",N,SAP,M,116,289232,157985,154842
1996,ANNA NAGAR,"SUKUMAR, G.",N,IND,M,107,289232,157985,154842
1996,ANNA NAGAR,"ARUMUGAM, S.",N,TNMC,M,98,289232,157985,154842
1996,ANNA NAGAR,"LOGANATHAN, G.",N,IND,M,93,289232,157985,154842
1996,ANNA NAGAR,"DILLI, R.",N,IND,M,88,289232,157985,154842
1996,ANNA NAGAR,"KAMALANATHAN, M.",N,IND,M,84,289232,157985,154842
1996,ANNA NAGAR,"SRIKANTH, N.G.",N,IND,M,78,289232,157985,154842
1996,ANNA NAGAR,"SOLAI, K.",N,IND,M,76,289232,157985,154842
1996,ANNA NAGAR,"INAS, A.K.",N,IND,M,68,289232,157985,154842
1996,ANNA NAGAR,"ANANDAN, S.S.",N,IND,M,59,289232,157985,154842
1996,ANNA NAGAR,"ALWAR, S.",N,IND,M,52,289232,157985,154842
1996,ANNA NAGAR,"RAJAGOPLAN, A.P.",N,IND,M,51,289232,157985,154842
1996,ANNA NAGAR,"SUNDARRAJ, S.",N,IND,M,31,289232,157985,154842
1996,THEAGARAYA NAGAR,"CHELLAKUMAR, A.",W,TMC(M),M,76461,208349,116054,113853
1996,THEAGARAYA NAGAR,"VIJAYAN, S.",N,ADMK,M,27463,208349,116054,113853
1996,THEAGARAYA NAGAR,"SRINIVASAN, S.",N,BJP,M,5285,208349,116054,113853
1996,THEAGARAYA NAGAR,"JAGAVEERA PANDIAN, K.",N,JD,M,1959,208349,116054,113853
1996,THEAGARAYA NAGAR,"KUPPUSAMY, D.",N,PMK,M,940,208349,116054,113853
1996,THEAGARAYA NAGAR,"DESINGH, M.",N,IND,M,280,208349,116054,113853
1996,THEAGARAYA NAGAR,"SELVI, R.",N,IND,F,140,208349,116054,113853
1996,THEAGARAYA NAGAR,"JAYARAMAN, V.",N,IND,M,129,208349,116054,113853
1996,THEAGARAYA NAGAR,"NALLATHAMBI, P.",N,IND,M,126,208349,116054,113853
1996,THEAGARAYA NAGAR,"PANCHATCHARAM, K.",N,AIVMK,M,108,208349,116054,113853
1996,THEAGARAYA NAGAR,"DHANASEKAR, T.",N,TLJ,M,81,208349,116054,113853
1996,THEAGARAYA NAGAR,"SUDARSAN, K.",N,BSP,M,72,208349,116054,113853
1996,THEAGARAYA NAGAR,"RAVIGUNASEELAN, J.",N,IND,M,64,208349,116054,113853
1996,THEAGARAYA NAGAR,"PALANI, P.",N,IND,M,60,208349,116054,113853
1996,THEAGARAYA NAGAR,"BASKAR, V.",N,IND,M,60,208349,116054,113853
1996,THEAGARAYA NAGAR,"ARUMUGAM, M.",N,IND,M,51,208349,116054,113853
1996,THEAGARAYA NAGAR,"JAGANNATHAN, M.",N,IND,M,50,208349,116054,113853
1996,THEAGARAYA NAGAR,"MOHAN, K.",N,IND,M,48,208349,116054,113853
1996,THEAGARAYA NAGAR,"NALLATHAMBI, C.",N,IND,M,46,208349,116054,113853
1996,THEAGARAYA NAGAR,"RAJENDRAKUMAR, M.N.",N,IND,M,44,208349,116054,113853
1996,THEAGARAYA NAGAR,"SHAKTHI, R.C.",N,IND,M,42,208349,116054,113853
1996,THEAGARAYA NAGAR,"KANMANI, P.",N,IND,F,38,208349,116054,113853
1996,THEAGARAYA NAGAR,"NAGARAJAN, K.S.",N,IND,M,37,208349,116054,113853
1996,THEAGARAYA NAGAR,"SUBRAMANIAM, J.",N,IND,M,34,208349,116054,113853
1996,THEAGARAYA NAGAR,"RAMADOSS, M.",N,IND,M,31,208349,116054,113853
1996,THEAGARAYA NAGAR,"VALLIVELAN, S.",N,TNMC,M,29,208349,116054,113853
1996,THEAGARAYA NAGAR,"KUMARI JAGANNATHAN, J.",N,IND,F,29,208349,116054,113853
1996,THEAGARAYA NAGAR,"KALIAPPAN, K.",N,IND,M,28,208349,116054,113853
1996,THEAGARAYA NAGAR,"VASEEKARAN, D.",N,IND,M,28,208349,116054,113853
1996,THEAGARAYA NAGAR,"SUBRAMANIAM, A.V.",N,IND,M,25,208349,116054,113853
1996,THEAGARAYA NAGAR,"RAVI KANNAN, R.",N,IND,M,20,208349,116054,113853
1996,THEAGARAYA NAGAR,"ELLAPPAN, D.",N,IND,M,20,208349,116054,113853
1996,THEAGARAYA NAGAR,"PATTABI, K.",N,IND,M,18,208349,116054,113853
1996,THEAGARAYA NAGAR,"RAVI KUMAR, C.",N,IND,M,7,208349,116054,113853
1996,THOUSAND LIGHTS,"STALIN, M.K.",W,DMK,M,66905,167016,98036,95968
1996,THOUSAND LIGHTS,ZEENATH SHERIFFDEEN,N,ADMK,F,22028,167016,98036,95968
1996,THOUSAND LIGHTS,"THIYAGARAJAN, K.",N,MDMK,M,2479,167016,98036,95968
1996,THOUSAND LIGHTS,NAGAMMA,N,BJP,F,2015,167016,98036,95968
1996,THOUSAND LIGHTS,"ELUMALAI, N.",N,PMK,M,1457,167016,98036,95968
1996,THOUSAND LIGHTS,"RAVIKANNAN, R.",N,IND,M,225,167016,98036,95968
1996,THOUSAND LIGHTS,"THEERTHAMALAI, A.P.",N,IND,M,159,167016,98036,95968
1996,THOUSAND LIGHTS,"MUNUSAMY, M.",N,IND,M,94,167016,98036,95968
1996,THOUSAND LIGHTS,"DANIEL THOMAS, R.",N,IND,M,84,167016,98036,95968
1996,THOUSAND LIGHTS,"THEYAGARAJAN, V.",N,IND,M,63,167016,98036,95968
1996,THOUSAND LIGHTS,"ARUNKUMAR, G.",N,IND,M,59,167016,98036,95968
1996,THOUSAND LIGHTS,"KANDASAMY, P.",N,IND,M,50,167016,98036,95968
1996,THOUSAND LIGHTS,"KUMAR, K.",N,IND,M,45,167016,98036,95968
1996,THOUSAND LIGHTS,"KRISHNAMURTHY, P.",N,IND,M,44,167016,98036,95968
1996,THOUSAND LIGHTS,"GAJENDRAN, G.",N,IND,M,40,167016,98036,95968
1996,THOUSAND LIGHTS,"PARAMASIVAN, K.",N,IND,M,35,167016,98036,95968
1996,THOUSAND LIGHTS,ZUMRUTH BEGUM,N,IND,F,34,167016,98036,95968
1996,THOUSAND LIGHTS,"KALAIMANI, R.",N,IND,M,31,167016,98036,95968
1996,THOUSAND LIGHTS,"VENKATESAN, J.",N,IND,M,23,167016,98036,95968
1996,THOUSAND LIGHTS,"RANGANATHAN, S.",N,IND,M,23,167016,98036,95968
1996,THOUSAND LIGHTS,"MUNIYANDY, K.V.",N,IND,M,21,167016,98036,95968
1996,THOUSAND LIGHTS,"VENKATESAN, T.",N,IND,M,19,167016,98036,95968
1996,THOUSAND LIGHTS,"VELU, M.P.",N,IND,M,19,167016,98036,95968
1996,THOUSAND LIGHTS,"MARIYAPPAN, C.",N,IND,M,16,167016,98036,95968
1996,CHEPAUK,M.KARUNA NIDHI,W,DMK,M,46097,99303,60878,59827
1996,CHEPAUK,N.S.S.NELLAI KANNAN,N,INC,M,10313,99303,60878,59827
1996,CHEPAUK,ERA. MEYAPPAN,N,BJP,M,1380,99303,60878,59827
1996,CHEPAUK,S.K. DORAISWAMY,N,JD,M,925,99303,60878,59827
1996,CHEPAUK,A. AKRAMKHAN,N,PMK,M,354,99303,60878,59827
1996,CHEPAUK,K. RAJU GURUSWAMY @ K. RAJU,N,IND,M,243,99303,60878,59827
1996,CHEPAUK,M. BALU,N,IND,M,112,99303,60878,59827
1996,CHEPAUK,A. POOMPAVAI,N,IND,F,51,99303,60878,59827
1996,CHEPAUK,M.S. CHANDRA MOULI,N,IND,M,39,99303,60878,59827
1996,CHEPAUK,D.V. SARAVANAN,N,SAP,M,38,99303,60878,59827
1996,CHEPAUK,K. MOHAN,N,IND,M,38,99303,60878,59827
1996,CHEPAUK,"V. KUMARASAMY ADITYAN, V.",N,IND,M,32,99303,60878,59827
1996,CHEPAUK,"M. VENKATESAN, M.",N,IND,M,31,99303,60878,59827
1996,CHEPAUK,A.N. SUBRAMANIYA PRASAD,N,IND,M,27,99303,60878,59827
1996,CHEPAUK,"K. NAGAIMUGAN, K.",N,IND,M,24,99303,60878,59827
1996,CHEPAUK,A.K. INAS,N,IND,M,24,99303,60878,59827
1996,CHEPAUK,A. BALASUBRAMANIAN,N,IND,M,19,99303,60878,59827
1996,CHEPAUK,"M. JALALUDEEN, M.",N,IND,M,17,99303,60878,59827
1996,CHEPAUK,V. MATHIVANAN,N,IND,M,16,99303,60878,59827
1996,CHEPAUK,V. DEENADAYALAN,N,IND,M,14,99303,60878,59827
1996,CHEPAUK,M.S. SHERIFF,N,IND,M,14,99303,60878,59827
1996,CHEPAUK,N. THANIKACHALAM,N,IND,M,10,99303,60878,59827
1996,CHEPAUK,E. JAGANNATHAN,N,IND,M,9,99303,60878,59827
1996,TRIPLICANE,"NANJIL MANOHARAN, K.",W,M  DMK,M,50401,121322,73291,71898
1996,TRIPLICANE,"WAHAB, A.",N,M  ADMK,M,15390,121322,73291,71898
1996,TRIPLICANE,"BALRAJ, L.E.",N,M  BJP,M,2597,121322,73291,71898
1996,TRIPLICANE,"SUNDARAM, O.",N,M  MDMK,M,1986,121322,73291,71898
1996,TRIPLICANE,"KARUNAMURTHY, K.",N,M  PMK,M,915,121322,73291,71898
1996,TRIPLICANE,"VENUGOPAL, S.",N,M  IND,M,88,121322,73291,71898
1996,TRIPLICANE,"MARAGATHAVALLI, G.",N,IND,F,61,121322,73291,71898
1996,TRIPLICANE,SARAVANAN,N,IND,M,60,121322,73291,71898
1996,TRIPLICANE,"SELVAM, B.",N,IND,M,58,121322,73291,71898
1996,TRIPLICANE,"DHANAPAL, M.",N,IND,M,58,121322,73291,71898
1996,TRIPLICANE,"MARISAMY KURUMANS, S.S.",N,IND,M,56,121322,73291,71898
1996,TRIPLICANE,"JAYARAMAN, V.M.",N,IND,M,53,121322,73291,71898
1996,TRIPLICANE,"VAIDHYANATHAN, S.",N,IND,M,51,121322,73291,71898
1996,TRIPLICANE,"KABALIDOSS, S.N.",N,IND,M,45,121322,73291,71898
1996,TRIPLICANE,"RAJENDRAN, B.",N,IND,M,40,121322,73291,71898
1996,TRIPLICANE,"RAMESH, G.",N,IND,M,39,121322,73291,71898
1996,MYLAPORE,"RAMAJAYAM, N.P.",W,DMK,M,79736,207825,120374,118565
1996,MYLAPORE,"SAMPATH, T.K.",N,ADMK,M,27932,207825,120374,118565
1996,MYLAPORE,"SUJATA RAO, K.",N,BJP,F,5262,207825,120374,118565
1996,MYLAPORE,"SRINIVASAN, K.S.",N,JD,M,2332,207825,120374,118565
1996,MYLAPORE,"JEBAMANI, R.",N,TLJ,M,1226,207825,120374,118565
1996,MYLAPORE,"SELLVARAJ, S.",N,PMK,M,1099,207825,120374,118565
1996,MYLAPORE,"SUSENDRANATH, B.",N,IND,M,189,207825,120374,118565
1996,MYLAPORE,"SAROJA, R.",N,AIVMK,F,131,207825,120374,118565
1996,MYLAPORE,"CATHERINE CORNELIUS, C.",N,IND,F,126,207825,120374,118565
1996,MYLAPORE,"NARAYANAN, T.K.",N,IND,M,113,207825,120374,118565
1996,MYLAPORE,"DHANASEKAR @ DHANU, P.",N,IND,M,110,207825,120374,118565
1996,MYLAPORE,"KRISHNASWAMY, S.",N,IND,M,85,207825,120374,118565
1996,MYLAPORE,"SRINIVASA RAGHAVAN, N.",N,IND,M,84,207825,120374,118565
1996,MYLAPORE,"THANDAPANI, V.M.",N,IND,M,71,207825,120374,118565
1996,MYLAPORE,"SADAGOPAN @ GOPI, G.",N,IND,M,69,207825,120374,118565
1996,SAIDAPET,"SAIDAI KITTU, K.",W,DMK,M,76031,236503,133309,130871
1996,SAIDAPET,"SAIDAI DURAISAMY, S.",N,ADMK,M,46178,236503,133309,130871
1996,SAIDAPET,"PANNEERSELVAM, M.R.",N,MDMK,M,4036,236503,133309,130871
1996,SAIDAPET,"RAVINDRAN, C.",N,BJP,M,1869,236503,133309,130871
1996,SAIDAPET,"VENUGOPAL, P.",N,PMK,M,1638,236503,133309,130871
1996,SAIDAPET,"KANNAN, P.",N,SHS,M,92,236503,133309,130871
1996,SAIDAPET,"PACHAIAPPAN, V.",N,IND,M,83,236503,133309,130871
1996,SAIDAPET,"VINAYAGAM, L.",N,IND,M,79,236503,133309,130871
1996,SAIDAPET,"SUBRAMANI, L.P.",N,IND,M,78,236503,133309,130871
1996,SAIDAPET,"HARIKRISHNAN, M.V.",N,IND,M,72,236503,133309,130871
1996,SAIDAPET,"VENKATRAMAN, G.",N,IND,M,65,236503,133309,130871
1996,SAIDAPET,"RAJI, R.",N,IND,M,61,236503,133309,130871
1996,SAIDAPET,"MAHENDRAN, T.",N,IND,M,58,236503,133309,130871
1996,SAIDAPET,"GANAPATHI, G.",N,IND,M,56,236503,133309,130871
1996,SAIDAPET,"JAMES, H.",N,IND,M,50,236503,133309,130871
1996,SAIDAPET,"RANGASWAMY, C.",N,IND,M,38,236503,133309,130871
1996,SAIDAPET,"MOHAMMED ABDULLAH, M.A.",N,IND,M,38,236503,133309,130871
1996,SAIDAPET,"SRIDHARAN, E.S.",N,IND,M,37,236503,133309,130871
1996,SAIDAPET,"JANAKI, J.R.",N,IND,F,36,236503,133309,130871
1996,SAIDAPET,"MAHESH KUMAR, M.",N,IND,M,36,236503,133309,130871
1996,SAIDAPET,"KENNEDI, I.",N,IND,M,34,236503,133309,130871
1996,SAIDAPET,"ANBUDASAN, M.",N,IND,M,33,236503,133309,130871
1996,SAIDAPET,"JAGANATHAN, G.R.S.",N,IND,M,32,236503,133309,130871
1996,SAIDAPET,"MANI, V.S.",N,IND,M,29,236503,133309,130871
1996,SAIDAPET,"ALI, A.S.",N,IND,M,28,236503,133309,130871
1996,SAIDAPET,"JAYARAMAN, G.",N,IND,M,28,236503,133309,130871
1996,SAIDAPET,"ELUMALAI, R.",N,IND,M,22,236503,133309,130871
1996,SAIDAPET,"KOTHANDAN, V.",N,IND,M,20,236503,133309,130871
1996,SAIDAPET,"JAYARAJ, P.",N,IND,M,14,236503,133309,130871
1996,GUMMIDIPUNDI,"VENU, K.",W,DMK,M,61946,183842,131014,124675
1996,GUMMIDIPUNDI,"MUNIRATHINAM, R.S.",N,ADMK,M,40321,183842,131014,124675
1996,GUMMIDIPUNDI,JAYAVELU DURAI,N,PMK,M,17648,183842,131014,124675
1996,GUMMIDIPUNDI,"NATARAJAN, M.",N,MDMK,M,2454,183842,131014,124675
1996,GUMMIDIPUNDI,"BHASKARAN, M.",N,BJP,M,788,183842,131014,124675
1996,GUMMIDIPUNDI,"GUNASEKARAN, D.",N,JP,M,401,183842,131014,124675
1996,GUMMIDIPUNDI,"SOORIYABABU, T.G.",N,IND,M,315,183842,131014,124675
1996,GUMMIDIPUNDI,"PARVATHI, C.",N,IND,F,269,183842,131014,124675
1996,GUMMIDIPUNDI,"RAVIRAMACHANDRAN, P.R.",N,IND,M,262,183842,131014,124675
